setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,1,1.00,18320.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,4.00,15077.00
5,2021,01/02/2021,07/02/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,4,1.00,6534.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,25.00,7167.00
38,2021,20/09/2021,26/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,1.00,12219.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,1,1.00,4501.00
30,2022,25/07/2022,31/07/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,60 a 69,3,1.00,4705.00
45,2021,08/11/2021,14/11/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14788.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,3.00,26783.00
30,2020,20/07/2020,26/07/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,2,1.00,31400.00
50,2020,07/12/2020,13/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,1.00,6330.00
42,2020,12/10/2020,18/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3191.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,2.00,18661.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,15 a 44,3,1.00,81380.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,2.00,11914.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7296.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,1.00,8003.00
50,2021,13/12/2021,19/12/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,5.00,8954.00
19,2020,04/05/2020,10/05/2020,64,GIRONA,6400,GIRONA,Home,80 o més,2,3.00,1219.00
47,2021,22/11/2021,28/11/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,2,1.00,959.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,4,1.00,8043.00
5,2021,01/02/2021,07/02/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,2.00,8181.00
9,2021,01/03/2021,07/03/2021,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,3,2.00,9409.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,4.00,10920.00
46,2020,09/11/2020,15/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,15.00,13968.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,68643.00
1,2022,03/01/2022,09/01/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,4.00,5289.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,3.00,14775.00
31,2020,27/07/2020,02/08/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,3.00,2784.00
14,2020,30/03/2020,05/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,45 a 59,4,1.00,7023.00
35,2021,30/08/2021,05/09/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,2.00,6557.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,7.00,10846.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,19.00,30267.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,4,1.00,19758.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,15 a 44,2,1.00,135979.00
50,2020,07/12/2020,13/12/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,2.00,20137.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,1.00,30874.00
30,2022,25/07/2022,31/07/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1.00,2731.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14547.00
4,2022,24/01/2022,30/01/2022,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,4,1.00,2699.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,5.00,34790.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,1.00,8676.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,49845.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,15077.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,48378.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,2,1.00,26027.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,2,2.00,12163.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,4,1.00,7959.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,2.00,10782.00
4,2021,25/01/2021,31/01/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,4,5.00,12025.00
5,2021,01/02/2021,07/02/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,2,1.00,864.00
11,2021,15/03/2021,21/03/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,2.00,8954.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21237.00
6,2022,07/02/2022,13/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,2.00,15270.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,2.00,32593.00
25,2020,15/06/2020,21/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,1.00,11720.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,10108.00
52,2020,21/12/2020,27/12/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Home,80 o més,4,1.00,1759.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,11.00,7296.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,21.00,14700.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,4,1.00,8754.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,6.00,8894.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,9.00,32347.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,2.00,51040.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,9.00,19611.00
21,2020,18/05/2020,24/05/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,4,3.00,10446.00
30,2021,26/07/2021,01/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,15 a 44,3,1.00,56759.00
39,2021,27/09/2021,03/10/2021,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,70 a 79,3,1.00,5856.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,4.00,42426.00
15,2020,06/04/2020,12/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,2,4.00,4497.00
12,2021,22/03/2021,28/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,4.00,26783.00
30,2022,25/07/2022,31/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,1.00,6024.00
37,2021,13/09/2021,19/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8894.00
27,2021,05/07/2021,11/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,51040.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,11.00,16205.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,2,1.00,26027.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,2.00,35283.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,2.00,9835.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,3,1.00,43501.00
2,2022,10/01/2022,16/01/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2315.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,1,1.00,26786.00
16,2021,19/04/2021,25/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,2.00,13844.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,4.00,11720.00
1,2022,03/01/2022,09/01/2022,64,GIRONA,6400,GIRONA,Home,70 a 79,4,1.00,12355.00
13,2020,23/03/2020,29/03/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,45 a 59,3,1.00,12234.00
47,2022,21/11/2022,27/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1.00,19692.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,1.00,8676.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,5.00,26783.00
30,2022,25/07/2022,31/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,4.00,10434.00
7,2022,14/02/2022,20/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,1.00,7958.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,9.00,30267.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1.00,18442.00
53,2020,28/12/2020,03/01/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,3,3.00,17766.00
49,2021,06/12/2021,12/12/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,3,2.00,20112.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,4,1.00,7606.00
12,2020,16/03/2020,22/03/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,36263.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,2.00,5186.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,1.00,16170.00
29,2020,13/07/2020,19/07/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7296.00
47,2020,16/11/2020,22/11/2020,64,GIRONA,6400,GIRONA,Dona,80 o més,4,2.00,10446.00
16,2021,19/04/2021,25/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,1.00,52081.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,47246.00
3,2022,17/01/2022,23/01/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,45 a 59,3,1.00,38247.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,2.00,16170.00
19,2020,04/05/2020,10/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,1.00,2813.00
48,2020,23/11/2020,29/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,2.00,11926.00
34,2022,22/08/2022,28/08/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,4,1.00,21071.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,2.00,20026.00
4,2021,25/01/2021,31/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,19604.00
14,2021,05/04/2021,11/04/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,1.00,10622.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,2.00,8740.00
19,2022,09/05/2022,15/05/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,3.00,6693.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,4.00,29813.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,67.00,10782.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,2.00,42232.00
26,2022,27/06/2022,03/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,2.00,52075.00
18,2020,27/04/2020,03/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,4,1.00,8171.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,5.00,18414.00
4,2021,25/01/2021,31/01/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,4,2.00,17938.00
49,2020,30/11/2020,06/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,45 a 59,3,1.00,7896.00
32,2021,09/08/2021,15/08/2021,64,GIRONA,6400,GIRONA,Home,80 o més,3,6.00,10438.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,3.00,18574.00
5,2021,01/02/2021,07/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,4,1.00,24149.00
47,2020,16/11/2020,22/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,2,1.00,2813.00
5,2021,01/02/2021,07/02/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,14945.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,5.00,4877.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,2.00,11858.00
30,2022,25/07/2022,31/07/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,1.00,3770.00
33,2020,10/08/2020,16/08/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,3,1.00,105057.00
17,2022,25/04/2022,01/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,1.00,1595.00
10,2022,07/03/2022,13/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,4.00,10846.00
35,2021,30/08/2021,05/09/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,2,1.00,959.00
51,2021,20/12/2021,26/12/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,4,2.00,17938.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,2.00,4042.00
40,2022,03/10/2022,09/10/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,1.00,17439.00
29,2022,18/07/2022,24/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,3,4.00,10434.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,4.00,21412.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,4.00,34631.00
48,2021,29/11/2021,05/12/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,1.00,52081.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,4,2.00,9821.00
22,2020,25/05/2020,31/05/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,3,2.00,5426.00
32,2022,08/08/2022,14/08/2022,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5289.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,9.00,28960.00
40,2022,03/10/2022,09/10/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7260.00
2,2022,10/01/2022,16/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,4.00,13683.00
53,2020,28/12/2020,03/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,3,3.00,16793.00
47,2021,22/11/2021,28/11/2021,64,GIRONA,6400,GIRONA,Home,80 o més,2,1.00,1208.00
20,2020,11/05/2020,17/05/2020,64,GIRONA,6400,GIRONA,Home,80 o més,4,3.00,6201.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,15 a 44,3,1.00,180983.00
46,2021,15/11/2021,21/11/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2.00,12219.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,1.00,48378.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,4,1.00,24149.00
17,2021,26/04/2021,02/05/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5029.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,2.00,5433.00
48,2020,23/11/2020,29/11/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,1.00,4187.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,3,1.00,28960.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,6.00,14623.00
49,2020,30/11/2020,06/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,2,1.00,3154.00
6,2021,08/02/2021,14/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,3.00,41511.00
18,2021,03/05/2021,09/05/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,1.00,4217.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,10.00,35549.00
18,2021,03/05/2021,09/05/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,4,1.00,8743.00
4,2022,24/01/2022,30/01/2022,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,14294.00
28,2020,06/07/2020,12/07/2020,61,LLEIDA,6100,LLEIDA,Home,70 a 79,4,1.00,4187.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,1.00,23752.00
32,2022,08/08/2022,14/08/2022,64,GIRONA,6400,GIRONA,Home,15 a 44,4,1.00,65586.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,11.00,19453.00
16,2020,13/04/2020,19/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,15 a 44,4,1.00,19453.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,2.00,42881.00
26,2022,27/06/2022,03/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,2,2.00,1791.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,4,1.00,19758.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,2.00,44667.00
41,2020,05/10/2020,11/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,1.00,11914.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,19.00,16721.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,3,3.00,105057.00
44,2020,26/10/2020,01/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,1.00,4495.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,16.00,30874.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,43721.00
24,2022,13/06/2022,19/06/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,2.00,18709.00
46,2020,09/11/2020,15/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,4.00,3191.00
13,2020,23/03/2020,29/03/2020,64,GIRONA,6400,GIRONA,Home,80 o més,2,7.00,1219.00
51,2020,14/12/2020,20/12/2020,64,GIRONA,6400,GIRONA,Home,80 o més,3,10.00,10222.00
21,2021,24/05/2021,30/05/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,70104.00
17,2022,25/04/2022,01/05/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13683.00
2,2022,10/01/2022,16/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,2.00,2472.00
5,2021,01/02/2021,07/02/2021,64,GIRONA,6400,GIRONA,Home,80 o més,3,11.00,10438.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,2.00,8939.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,35309.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,4.00,7296.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,2.00,41511.00
30,2021,26/07/2021,01/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,45 a 59,4,1.00,11566.00
18,2021,03/05/2021,09/05/2021,61,LLEIDA,6100,LLEIDA,Home,70 a 79,3,1.00,8181.00
4,2022,24/01/2022,30/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,1.00,3027.00
38,2022,19/09/2022,25/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,2,1.00,36102.00
50,2021,13/12/2021,19/12/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,2.00,5403.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,5.00,8432.00
11,2022,14/03/2022,20/03/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21412.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,476.00
1,2022,03/01/2022,09/01/2022,61,LLEIDA,6100,LLEIDA,Dona,60 a 69,3,1.00,12568.00
16,2022,18/04/2022,24/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,2.00,12433.00
46,2020,09/11/2020,15/11/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,4,4.00,11935.00
39,2022,26/09/2022,02/10/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,120890.00
49,2020,30/11/2020,06/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,2.00,6186.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,33.00,8893.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,1.00,52889.00
16,2021,19/04/2021,25/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,3.00,8009.00
17,2020,20/04/2020,26/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,8.00,12844.00
49,2020,30/11/2020,06/12/2020,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4761.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,2.00,107038.00
22,2020,25/05/2020,31/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,2,1.00,3154.00
37,2021,13/09/2021,19/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,1.00,18442.00
23,2020,01/06/2020,07/06/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13608.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,2.00,14775.00
34,2022,22/08/2022,28/08/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,20676.00
52,2021,27/12/2021,02/01/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,14945.00
50,2020,07/12/2020,13/12/2020,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Home,80 o més,3,5.00,1908.00
32,2021,09/08/2021,15/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,4,2.00,7775.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,3.00,3919.00
